popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
17,117864,FALSE,0.52,0.536,1,-9.526,1,0.219,0.0015,0.719,0.0703,0.356,143.831,4,club
49,226760,FALSE,0.637,0.416,2,-7.595,1,0.0269,0.434,0,0.139,0.588,145.924,4,club
42,221026,FALSE,0.618,0.752,0,-4.828,1,0.0302,0.00864,0.000187,0.127,0.68,115.957,4,club
43,273866,FALSE,0.411,0.54,4,-5.788,1,0.0289,0.143,0,0.111,0.0997,129.876,4,club
18,158333,FALSE,0.445,0.646,5,-13.065,1,0.0674,0.0467,0.476,0.253,0.0958,95.267,5,club
19,69819,FALSE,0.615,0.938,7,-9.955,1,0.102,0.805,0.871,0.214,0.81,128.205,3,club
48,206666,FALSE,0.752,0.605,6,-5.569,0,0.032,0.0807,0,0.112,0.789,100.007,4,club
18,171840,FALSE,0.27,0.575,8,-7.51,1,0.0632,0.762,0,0.908,0.313,69.142,4,club
44,214000,FALSE,0.641,0.66,2,-6.165,1,0.0371,0.0171,0,0.161,0.29,127.473,4,club
20,158399,FALSE,0.621,0.787,0,-8.819,1,0.0384,0.175,0.186,0.179,0.73,142.325,4,club
18,153493,FALSE,0.262,0.453,4,-7.203,1,0.0284,0.255,6.28E-06,0.104,0.348,177.667,4,club
19,262893,FALSE,0.553,0.699,9,-5.788,1,0.0368,0.000363,4.03E-06,0.0819,0.213,128.028,4,club
19,212133,FALSE,0.622,0.844,9,-4.469,1,0.0361,0.114,0,0.107,0.885,120.024,4,club
58,197933,TRUE,0.665,0.727,7,-6.57,0,0.103,0.032,1.02E-05,0.0873,0.66,101.976,4,dance
80,184732,FALSE,0.753,0.657,7,-3.061,1,0.0449,0.171,0,0.112,0.437,107.01,4,dance
66,187703,FALSE,0.689,0.627,6,-5.692,1,0.308,0.105,0.000321,0.0905,0.905,184.008,4,dance
66,154486,FALSE,0.881,0.592,2,-4.898,1,0.0324,0.619,1.32E-05,0.0901,0.719,101.058,4,dance
2,189800,FALSE,0.873,0.658,4,-8.031,0,0.108,0.00858,0.0061,0.0999,0.483,104.033,4,dance
1,172342,FALSE,0.795,0.565,3,-4.457,0,0.0948,0.131,0,0.0802,0.55,87.925,4,dance
0,172342,FALSE,0.795,0.565,3,-4.457,0,0.0948,0.131,0,0.0802,0.55,87.925,4,dance
76,170746,FALSE,0.724,0.491,8,-6.024,1,0.0296,0.018,1.29E-05,0.0887,0.383,105.046,4,dance
1,197933,FALSE,0.488,0.572,9,-7.29,0,0.0901,0.138,0.000235,0.27,0.415,132.45,5,dance
0,197933,TRUE,0.594,0.568,0,-7.268,1,0.0701,0.147,4.01E-05,0.339,0.407,132.348,5,dance
0,159123,FALSE,0.87,0.479,9,-7.779,1,0.165,0.161,0.000157,0.209,0.717,104.059,4,dance
0,172342,FALSE,0.795,0.565,3,-4.457,0,0.0948,0.131,0,0.0802,0.55,87.925,4,dance
0,178057,FALSE,0.528,0.823,6,-5.294,1,0.0407,0.0202,0,0.217,0.686,125.992,4,dance
0,172342,FALSE,0.795,0.565,3,-4.457,0,0.0948,0.131,0,0.0802,0.55,87.925,4,dance
0,172342,FALSE,0.795,0.565,3,-4.457,0,0.0948,0.131,0,0.0802,0.55,87.925,4,dance
0,172342,FALSE,0.795,0.565,3,-4.457,0,0.0948,0.131,0,0.0802,0.55,87.925,4,dance
0,195134,TRUE,0.554,0.509,1,-9.429,1,0.339,0.149,1.86E-05,0.094,0.718,199.874,4,dance
0,172342,FALSE,0.795,0.565,3,-4.457,0,0.0948,0.131,0,0.0802,0.55,87.925,4,dance
0,172342,FALSE,0.795,0.565,3,-4.457,0,0.0948,0.131,0,0.0802,0.55,87.925,4,dance
0,159123,FALSE,0.87,0.479,9,-7.779,1,0.165,0.161,0.000157,0.209,0.717,104.059,4,dance
0,172342,FALSE,0.795,0.565,3,-4.457,0,0.0948,0.131,0,0.0802,0.55,87.925,4,dance
0,159123,FALSE,0.87,0.479,9,-7.779,1,0.165,0.161,0.000157,0.209,0.717,104.059,4,dance
5,181672,TRUE,0.663,0.857,2,-4.844,1,0.0429,0.00163,0,0.0456,0.294,133.994,4,dance
0,159123,FALSE,0.87,0.479,9,-7.779,1,0.165,0.161,0.000157,0.209,0.717,104.059,4,dance
0,172342,FALSE,0.795,0.565,3,-4.457,0,0.0948,0.131,0,0.0802,0.55,87.925,4,dance
0,172342,FALSE,0.795,0.565,3,-4.457,0,0.0948,0.131,0,0.0802,0.55,87.925,4,dance
0,178057,FALSE,0.528,0.823,6,-5.294,1,0.0407,0.0202,0,0.217,0.686,125.992,4,dance
1,178057,FALSE,0.528,0.823,6,-5.294,1,0.0407,0.0202,0,0.217,0.686,125.992,4,dance
0,189800,FALSE,0.873,0.658,4,-8.031,0,0.108,0.00858,0.0061,0.0999,0.483,104.033,4,dance
0,178057,FALSE,0.528,0.823,6,-5.294,1,0.0407,0.0202,0,0.217,0.686,125.992,4,dance
0,159123,FALSE,0.87,0.479,9,-7.779,1,0.165,0.161,0.000157,0.209,0.717,104.059,4,dance
0,159123,FALSE,0.87,0.479,9,-7.779,1,0.165,0.161,0.000157,0.209,0.717,104.059,4,dance
0,277261,FALSE,0.592,0.873,9,-5.65,1,0.0275,0.0723,0.00986,0.142,0.515,122.015,4,dance
4,124000,TRUE,0.437,0.592,0,-9.726,1,0.299,0.181,6.45E-06,0.331,0.632,75.493,3,dance
0,157202,FALSE,0.802,0.645,5,-6.181,0,0.0714,0.272,0,0.119,0.376,100.001,4,dance
3,107750,FALSE,0.781,0.728,2,-7.612,1,0.1,0.179,0.000206,0.73,0.363,103.27,4,dance
1,246813,FALSE,0.524,0.807,2,-4.16,1,0.0579,0.00415,0.000834,0.212,0.62,124.127,4,dance
0,202446,TRUE,0.845,0.854,4,-5.897,0,0.197,0.0376,1.45E-05,0.343,0.636,102.008,4,dance
0,181672,TRUE,0.663,0.857,2,-4.844,1,0.0429,0.00163,0,0.0456,0.294,133.994,4,dance
0,178057,FALSE,0.528,0.823,6,-5.294,1,0.0407,0.0202,0,0.217,0.686,125.992,4,dance
0,278480,FALSE,0.59,0.724,0,-3.278,1,0.0439,0.04,4.07E-05,0.142,0.526,127.05,4,dance
0,246813,FALSE,0.524,0.807,2,-4.16,1,0.0579,0.00415,0.000834,0.212,0.62,124.127,4,dance
0,246813,FALSE,0.524,0.807,2,-4.16,1,0.0579,0.00415,0.000834,0.212,0.62,124.127,4,dance
0,230746,FALSE,0.569,0.695,6,-5.808,1,0.0423,0.00148,0.00221,0.376,0.506,125.098,4,dance
0,246813,FALSE,0.524,0.807,2,-4.16,1,0.0579,0.00415,0.000834,0.212,0.62,124.127,4,dance
0,191248,FALSE,0.402,0.755,8,-4.837,1,0.043,0.143,0,0.357,0.622,108.17,4,dance
0,246813,FALSE,0.524,0.807,2,-4.16,1,0.0579,0.00415,0.000834,0.212,0.62,124.127,4,dance
2,204375,FALSE,0.52,0.823,0,-5.152,1,0.0363,0.000364,0.289,0.14,0.158,127.981,4,dance
0,208320,FALSE,0.51,0.79,6,-3.782,0,0.0374,0.335,6.23E-05,0.316,0.637,127.946,4,dance
0,246813,FALSE,0.524,0.807,2,-4.16,1,0.0579,0.00415,0.000834,0.212,0.62,124.127,4,dance
70,194080,FALSE,0.662,0.586,0,-8.821,1,0.0307,0.097,0.00272,0.115,0.296,90,4,dance
74,226973,FALSE,0.637,0.713,0,-4.333,1,0.0747,0.181,0.000637,0.137,0.243,129.923,4,dance
58,185351,FALSE,0.608,0.798,6,-5.092,0,0.0432,0.0736,0,0.156,0.5,92.946,4,dance
81,188453,FALSE,0.858,0.678,1,-3.87,0,0.0469,0.0761,0,0.0741,0.922,117.009,4,dance
81,230613,FALSE,0.579,0.736,6,-3.863,0,0.0527,0.31,0,0.198,0.613,127.999,4,dance
81,208666,TRUE,0.764,0.705,8,-3.463,1,0.0284,0.259,8.92E-05,0.12,0.781,110.97,4,dance
65,188507,FALSE,0.587,0.548,8,-5.846,0,0.0339,0.396,0,0.109,0.713,186.073,4,dance
66,128364,FALSE,0.753,0.662,8,-4.25,1,0.0702,0.205,3.66E-06,0.0851,0.466,94.958,4,dance
79,204887,FALSE,0.756,0.448,3,-2.993,0,0.0404,0.0508,3.87E-06,0.11,0.431,139.031,4,dance
5,235266,TRUE,0.627,0.627,5,-5.861,0,0.0341,0.367,0,0.294,0.555,90.061,4,dance
88,148197,FALSE,0.671,0.636,6,-8.117,0,0.103,0.515,0.000411,0.172,0.262,120.966,4,dance
4,235266,TRUE,0.627,0.627,5,-5.861,0,0.0341,0.367,0,0.294,0.555,90.061,4,dance
1,221176,FALSE,0.742,0.883,7,-2.862,1,0.118,0.0468,0,0.206,0.464,102.044,4,dance
0,221176,FALSE,0.742,0.883,7,-2.862,1,0.118,0.0468,0,0.206,0.464,102.044,4,dance
1,221176,FALSE,0.742,0.883,7,-2.862,1,0.118,0.0468,0,0.206,0.464,102.044,4,dance
6,177139,FALSE,0.765,0.491,1,-7.859,0,0.145,0.0626,0,0.0994,0.56,105.965,4,dance
0,221176,FALSE,0.742,0.883,7,-2.862,1,0.118,0.0468,0,0.206,0.464,102.044,4,dance
76,212733,FALSE,0.715,0.605,0,-5.128,0,0.0428,0.239,1.41E-05,0.189,0.454,122.956,4,dance
0,177139,FALSE,0.765,0.491,1,-7.859,0,0.145,0.0626,0,0.0994,0.56,105.965,4,dance
0,200889,FALSE,0.75,0.572,1,-6.689,1,0.0652,0.0556,0,0.0931,0.663,133.996,4,dance
0,221176,FALSE,0.742,0.883,7,-2.862,1,0.118,0.0468,0,0.206,0.464,102.044,4,dance
0,200889,FALSE,0.75,0.572,1,-6.689,1,0.0652,0.0556,0,0.0931,0.663,133.996,4,dance
0,179920,TRUE,0.533,0.894,3,-2.289,0,0.314,0.136,0,0.212,0.888,87.555,5,dance
0,177139,FALSE,0.765,0.491,1,-7.859,0,0.145,0.0626,0,0.0994,0.56,105.965,4,dance
0,210787,FALSE,0.835,0.561,6,-8.248,0,0.4,0.0264,0,0.095,0.499,152.152,4,dance
0,143791,TRUE,0.906,0.525,1,-5.665,1,0.291,0.029,5.76E-06,0.137,0.24,134.027,4,dance
1,143791,TRUE,0.906,0.525,1,-5.665,1,0.291,0.029,5.76E-06,0.137,0.24,134.027,4,dance
0,246764,TRUE,0.863,0.501,9,-8.753,0,0.0433,0.0164,0,0.272,0.357,99.994,4,dance
63,202226,FALSE,0.655,0.787,2,-3.031,1,0.264,0.122,3.11E-06,0.178,0.554,181.799,4,dance
0,215813,FALSE,0.718,0.666,3,-6.624,0,0.0488,0.158,0.103,0.129,0.702,100.002,4,dance
0,235266,TRUE,0.627,0.627,5,-5.861,0,0.0341,0.367,0,0.294,0.555,90.061,4,dance
0,246764,TRUE,0.863,0.501,9,-8.753,0,0.0433,0.0164,0,0.272,0.357,99.994,4,dance
0,143791,FALSE,0.886,0.53,1,-5.738,1,0.31,0.0362,1.76E-05,0.15,0.197,133.845,4,dance
3,268840,FALSE,0.715,0.907,7,-6.025,0,0.0993,0.0172,8.39E-05,0.426,0.841,124.991,4,dance
72,251173,FALSE,0.717,0.73,9,-4.729,0,0.0568,0.383,0,0.398,0.792,102.002,4,dance
2,212668,FALSE,0.624,0.86,8,-3.012,1,0.124,0.0704,0,0.0819,0.816,100.897,4,dance
0,284855,TRUE,0.62,0.625,9,-7.438,1,0.553,0.288,0,0.314,0.665,167.911,4,dance
0,191248,FALSE,0.402,0.755,8,-4.837,1,0.043,0.143,0,0.357,0.622,108.17,4,dance
0,253390,TRUE,0.815,0.727,5,-3.998,0,0.128,0.101,0,0.372,0.649,136.045,4,dance
0,246813,FALSE,0.524,0.807,2,-4.16,1,0.0579,0.00415,0.000834,0.212,0.62,124.127,4,dance
1,229786,FALSE,0.709,0.795,7,-4.765,0,0.0713,0.000503,1.08E-05,0.222,0.597,120.01,4,dance
1,289493,FALSE,0.746,0.793,0,-5.725,1,0.0265,0.0519,0,0.421,0.656,127.973,4,dance
0,204375,FALSE,0.52,0.823,0,-5.152,1,0.0363,0.000364,0.289,0.14,0.158,127.981,4,dance
1,289493,FALSE,0.746,0.793,0,-5.725,1,0.0265,0.0519,0,0.421,0.656,127.973,4,dance
0,299520,FALSE,0.733,0.812,0,-4.559,0,0.122,0.00125,0.0261,0.0895,0.619,125.027,4,dance
1,289493,FALSE,0.746,0.793,0,-5.725,1,0.0265,0.0519,0,0.421,0.656,127.973,4,dance
0,213613,FALSE,0.648,0.924,9,-3.157,1,0.176,0.00949,0,0.564,0.752,153.67,4,dance
0,273813,FALSE,0.832,0.702,5,-3.236,1,0.173,0.103,0,0.128,0.814,94.097,4,dance
0,273813,FALSE,0.832,0.702,5,-3.236,1,0.173,0.103,0,0.128,0.814,94.097,4,dance
0,289493,FALSE,0.746,0.793,0,-5.725,1,0.0265,0.0519,0,0.421,0.656,127.973,4,dance
83,108498,TRUE,0.645,0.525,3,-5.399,0,0.0355,0.0574,0,0.505,0.238,83.018,4,dance
76,182306,FALSE,0.706,0.751,9,-6.323,1,0.0708,0.173,0,0.168,0.195,91.031,4,dance
84,242096,FALSE,0.586,0.616,5,-7.964,1,0.0324,0.182,0,0.0927,0.719,148.088,4,dance
60,204079,FALSE,0.602,0.565,11,-6.498,1,0.0498,0.329,0,0.0622,0.609,208.038,4,dance
55,140041,FALSE,0.555,0.648,11,-6.539,0,0.296,0.693,0.000644,0.128,0.641,195.887,4,dance
74,224573,FALSE,0.884,0.765,8,-3.865,1,0.0882,0.063,7.04E-06,0.118,0.594,99.987,4,dance
51,136769,FALSE,0.551,0.737,1,-5.573,1,0.103,0.466,2.74E-06,0.21,0.611,197.997,4,dance
50,138159,FALSE,0.855,0.607,1,-8.587,1,0.0422,0.2,1.84E-05,0.0723,0.943,142.002,4,dance
0,169245,FALSE,0.654,0.596,1,-4.68,1,0.0458,0.424,0,0.11,0.382,118.078,4,dance
1,190318,FALSE,0.53,0.835,9,-3.69,1,0.11,0.0453,0,0.0637,0.471,166.02,4,dance
49,181124,FALSE,0.557,0.73,1,-5.505,0,0.0939,0.235,2.10E-05,0.114,0.836,192.199,4,dance
1,190318,FALSE,0.53,0.835,9,-3.69,1,0.11,0.0453,0,0.0637,0.471,166.02,4,dance
1,190318,FALSE,0.53,0.835,9,-3.69,1,0.11,0.0453,0,0.0637,0.471,166.02,4,dance
0,169245,FALSE,0.654,0.596,1,-4.68,1,0.0458,0.424,0,0.11,0.382,118.078,4,dance
3,169245,FALSE,0.654,0.596,1,-4.68,1,0.0458,0.424,0,0.11,0.382,118.078,4,dance
0,174760,FALSE,0.614,0.934,9,-3.709,0,0.07,0.0697,0,0.121,0.436,116.001,4,dance
0,201979,TRUE,0.922,0.858,1,-4.185,1,0.251,0.00451,0,0.124,0.915,145.033,4,dance
0,169245,FALSE,0.654,0.596,1,-4.68,1,0.0458,0.424,0,0.11,0.382,118.078,4,dance
0,201979,TRUE,0.922,0.858,1,-4.185,1,0.251,0.00451,0,0.124,0.915,145.033,4,dance
0,190318,FALSE,0.53,0.835,9,-3.69,1,0.11,0.0453,0,0.0637,0.471,166.02,4,dance
0,190318,FALSE,0.53,0.835,9,-3.69,1,0.11,0.0453,0,0.0637,0.471,166.02,4,dance
0,169245,FALSE,0.654,0.596,1,-4.68,1,0.0458,0.424,0,0.11,0.382,118.078,4,dance
0,201979,TRUE,0.922,0.858,1,-4.185,1,0.251,0.00451,0,0.124,0.915,145.033,4,dance
0,159459,FALSE,0.64,0.637,6,-5.228,1,0.0322,0.129,0,0.109,0.793,114.994,4,dance
0,190318,FALSE,0.53,0.835,9,-3.69,1,0.11,0.0453,0,0.0637,0.471,166.02,4,dance
1,190318,FALSE,0.53,0.835,9,-3.69,1,0.11,0.0453,0,0.0637,0.471,166.02,4,dance
0,201700,FALSE,0.534,0.714,6,-6.347,0,0.0629,0.00633,0,0.0879,0.415,125.99,4,dance
0,190318,FALSE,0.53,0.835,9,-3.69,1,0.11,0.0453,0,0.0637,0.471,166.02,4,dance
2,180348,FALSE,0.648,0.641,7,-5.521,1,0.0389,0.00565,3.63E-06,0.109,0.505,184.021,4,dance
4,184294,FALSE,0.667,0.858,2,-2.268,0,0.0926,0.0367,1.47E-05,0.325,0.641,133.039,4,dance
0,169245,FALSE,0.654,0.596,1,-4.68,1,0.0458,0.424,0,0.11,0.382,118.078,4,dance
6,190318,FALSE,0.53,0.835,9,-3.69,1,0.11,0.0453,0,0.0637,0.471,166.02,4,dance
0,190318,FALSE,0.53,0.835,9,-3.69,1,0.11,0.0453,0,0.0637,0.471,166.02,4,dance
0,184294,FALSE,0.667,0.858,2,-2.268,0,0.0926,0.0367,1.47E-05,0.325,0.641,133.039,4,dance
0,190318,FALSE,0.53,0.835,9,-3.69,1,0.11,0.0453,0,0.0637,0.471,166.02,4,dance
4,326960,FALSE,0.802,0.682,1,-5.919,0,0.225,0.112,1.63E-05,0.109,0.586,123.94,4,dance
0,190318,FALSE,0.53,0.835,9,-3.69,1,0.11,0.0453,0,0.0637,0.471,166.02,4,dance
0,184294,FALSE,0.667,0.858,2,-2.268,0,0.0926,0.0367,1.47E-05,0.325,0.641,133.039,4,dance
5,162398,FALSE,0.637,0.69,1,-4.057,0,0.0405,0.00786,0,0.124,0.457,129.857,4,dance
0,190318,FALSE,0.53,0.835,9,-3.69,1,0.11,0.0453,0,0.0637,0.471,166.02,4,dance
0,174760,FALSE,0.614,0.934,9,-3.709,0,0.07,0.0697,0,0.121,0.436,116.001,4,dance
1,289493,FALSE,0.746,0.793,0,-5.725,1,0.0265,0.0519,0,0.421,0.656,127.973,4,dance
0,179831,FALSE,0.698,0.854,9,-3.84,0,0.0451,0.101,0,0.107,0.931,124.042,4,dance
1,187436,FALSE,0.72,0.706,1,-4.719,1,0.0473,0.0684,0,0.166,0.62,133.002,4,dance
0,200405,FALSE,0.726,0.823,7,-6.872,1,0.302,0.105,0.00822,0.0571,0.372,119.984,4,dance
2,187436,FALSE,0.72,0.706,1,-4.719,1,0.0473,0.0684,0,0.166,0.62,133.002,4,dance
1,180348,FALSE,0.648,0.641,7,-5.521,1,0.0389,0.00565,3.63E-06,0.109,0.505,184.021,4,dance
0,195121,FALSE,0.614,0.894,1,-5.627,0,0.0328,0.00014,0.000308,0.263,0.444,122.951,4,dance
0,136190,FALSE,0.718,0.866,1,-5.55,0,0.0403,0.0048,5.64E-05,0.226,0.646,126.001,4,dance
0,289493,FALSE,0.746,0.793,0,-5.725,1,0.0265,0.0519,0,0.421,0.656,127.973,4,dance
75,148229,TRUE,0.699,0.668,5,-4.272,0,0.0336,0.154,3.20E-06,0.362,0.314,144.105,4,dance
69,208728,FALSE,0.675,0.609,7,-5.027,0,0.0586,0.084,0,0.0957,0.378,120.039,4,dance
79,251240,FALSE,0.788,0.844,2,-3.131,1,0.0334,0.25,0.000678,0.0723,0.382,113.324,4,dance
72,224720,FALSE,0.706,0.842,0,-4.628,0,0.038,0.0476,0,0.134,0.818,104.958,4,dance
87,206070,FALSE,0.756,0.697,8,-6.377,1,0.0401,0.182,0,0.333,0.956,94.996,4,dance
1,282740,TRUE,0.79,0.616,10,-7.397,0,0.0983,0.0865,2.34E-05,0.22,0.312,92.967,4,dance
0,166773,TRUE,0.789,0.71,4,-4.574,0,0.353,0.37,0,0.155,0.826,95.178,4,dance
0,166773,TRUE,0.789,0.71,4,-4.574,0,0.353,0.37,0,0.155,0.826,95.178,4,dance
0,166773,TRUE,0.789,0.71,4,-4.574,0,0.353,0.37,0,0.155,0.826,95.178,4,dance
0,200773,TRUE,0.816,0.637,7,-6.602,0,0.0784,0.0918,0,0.0892,0.783,87.584,4,dance
0,282740,TRUE,0.79,0.616,10,-7.397,0,0.0983,0.0865,2.34E-05,0.22,0.312,92.967,4,dance
0,131039,TRUE,0.9,0.795,0,-5.056,1,0.073,0.107,0.00631,0.131,0.745,101.978,4,dance
0,226742,TRUE,0.877,0.477,9,-7.379,0,0.0589,0.307,0,0.0929,0.552,127.026,4,dance
0,131039,TRUE,0.9,0.795,0,-5.056,1,0.073,0.107,0.00631,0.131,0.745,101.978,4,dance
0,195590,FALSE,0.914,0.497,1,-7.488,0,0.202,0.114,2.90E-05,0.282,0.324,140.003,4,dance
0,153123,FALSE,0.401,0.406,8,-7.647,1,0.0381,0.0327,0,0.296,0.102,187.399,4,dance
1,173061,TRUE,0.845,0.723,11,-5.18,1,0.263,0.0112,0,0.107,0.667,146.972,4,dance
0,131039,TRUE,0.9,0.795,0,-5.056,1,0.073,0.107,0.00631,0.131,0.745,101.978,4,dance
60,209320,FALSE,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56E-05,0.153,0.608,116.073,4,dance
0,118466,TRUE,0.904,0.601,2,-5.561,1,0.198,0.0305,0,0.615,0.761,87.037,4,dance
1,173061,TRUE,0.845,0.723,11,-5.18,1,0.263,0.0112,0,0.107,0.667,146.972,4,dance
1,173061,TRUE,0.845,0.723,11,-5.18,1,0.263,0.0112,0,0.107,0.667,146.972,4,dance
0,173061,FALSE,0.843,0.709,11,-5.165,1,0.251,0.0103,0,0.106,0.655,146.951,4,dance
0,153123,TRUE,0.636,0.435,8,-7.577,1,0.0292,0.0613,0,0.289,0.0831,94.025,4,dance
0,210160,FALSE,0.797,0.682,1,-4.967,1,0.0595,0.0207,0.0003,0.106,0.277,96.057,4,dance
0,118466,TRUE,0.904,0.601,2,-5.561,1,0.198,0.0305,0,0.615,0.761,87.037,4,dance
0,118466,TRUE,0.904,0.601,2,-5.561,1,0.198,0.0305,0,0.615,0.761,87.037,4,dance
0,118466,TRUE,0.904,0.601,2,-5.561,1,0.198,0.0305,0,0.615,0.761,87.037,4,dance
0,118466,TRUE,0.904,0.601,2,-5.561,1,0.198,0.0305,0,0.615,0.761,87.037,4,dance
5,190217,FALSE,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,4,dance
2,173061,TRUE,0.845,0.723,11,-5.18,1,0.263,0.0112,0,0.107,0.667,146.972,4,dance
0,155760,TRUE,0.898,0.744,2,-4.524,1,0.0931,0.000253,0,0.268,0.299,147.991,4,dance
0,173061,TRUE,0.845,0.723,11,-5.18,1,0.263,0.0112,0,0.107,0.667,146.972,4,dance
0,210160,TRUE,0.795,0.694,1,-5.053,1,0.0595,0.0183,0.000186,0.115,0.327,96.046,4,dance
0,190217,FALSE,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,4,dance
0,173061,TRUE,0.845,0.723,11,-5.18,1,0.263,0.0112,0,0.107,0.667,146.972,4,dance
0,173061,TRUE,0.845,0.723,11,-5.18,1,0.263,0.0112,0,0.107,0.667,146.972,4,dance
0,173061,TRUE,0.845,0.723,11,-5.18,1,0.263,0.0112,0,0.107,0.667,146.972,4,dance
0,170987,FALSE,0.833,0.664,4,-5.358,0,0.135,0.0537,0,0.0637,0.334,90.052,4,dance
3,219043,FALSE,0.635,0.813,5,-5.098,0,0.0578,0.0187,0,0.163,0.641,123.065,4,dance
0,201700,FALSE,0.534,0.714,6,-6.347,0,0.0629,0.00633,0,0.0879,0.415,125.99,4,dance
0,201700,FALSE,0.534,0.714,6,-6.347,0,0.0629,0.00633,0,0.0879,0.415,125.99,4,dance
0,200437,TRUE,0.878,0.723,10,-6.66,0,0.0599,0.145,0,0.708,0.534,119.04,4,dance
0,201700,FALSE,0.534,0.714,6,-6.347,0,0.0629,0.00633,0,0.0879,0.415,125.99,4,dance
0,201700,FALSE,0.534,0.714,6,-6.347,0,0.0629,0.00633,0,0.0879,0.415,125.99,4,dance
3,208222,FALSE,0.57,0.672,8,-5.888,0,0.0716,0.172,1.04E-06,0.0768,0.461,120.018,4,dance
2,229525,FALSE,0.69,0.48,10,-7.503,1,0.0816,0.369,0,0.0649,0.286,80.025,4,dance
0,229525,FALSE,0.69,0.48,10,-7.503,1,0.0816,0.369,0,0.0649,0.286,80.025,4,dance
0,201700,FALSE,0.534,0.714,6,-6.347,0,0.0629,0.00633,0,0.0879,0.415,125.99,4,dance
1,201700,FALSE,0.534,0.714,6,-6.347,0,0.0629,0.00633,0,0.0879,0.415,125.99,4,dance
83,226986,TRUE,0.749,0.463,11,-8.433,1,0.0842,0.21,0.0382,0.338,0.189,90.035,4,dance
78,176960,TRUE,0.755,0.578,0,-8.932,0,0.145,0.316,0,0.25,0.581,94.148,4,dance
83,206693,FALSE,0.853,0.56,1,-4.961,1,0.0406,0.013,0,0.0944,0.86,134.066,4,dance
78,220883,FALSE,0.584,0.54,1,-7.786,0,0.0576,0.0895,0,0.261,0.195,137.972,4,dance
71,229080,FALSE,0.672,0.593,11,-4.01,0,0.0304,0.0223,0,0.214,0.438,98.02,4,dance
81,213306,FALSE,0.689,0.694,6,-5.83,0,0.027,0.257,0,0.148,0.482,99.039,4,dance
76,191250,FALSE,0.7,0.613,11,-4.041,1,0.0408,0.385,0,0.0887,0.42,88.084,4,dance
81,183290,FALSE,0.793,0.793,11,-4.521,0,0.083,0.0123,0,0.0951,0.679,123.95,4,dance
80,245040,FALSE,0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,4,dance
72,225080,FALSE,0.696,0.734,7,-5.294,1,0.0298,0.0485,0,0.183,0.711,107.987,4,dance
73,200853,FALSE,0.845,0.561,1,-5.253,0,0.0778,0.211,3.49E-06,0.0383,0.811,109.974,4,dance
74,186223,FALSE,0.657,0.768,8,-4.628,1,0.0507,0.108,0,0.144,0.759,75.025,4,dance
78,165906,FALSE,0.716,0.512,1,-6.257,1,0.0331,0.483,0,0.0928,0.326,104.957,3,dance
1,319555,TRUE,0.533,0.389,0,-9.175,1,0.0542,0.18,0,0.112,0.248,145.894,4,dance
70,167976,FALSE,0.52,0.798,6,-5.498,0,0.0391,0.101,0,0.0932,0.168,101.944,4,dance
2,242922,FALSE,0.793,0.348,1,-8.5,0,0.0855,0.214,0,0.0964,0.155,121.919,4,dance
83,269666,TRUE,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15E-05,0.0344,0.928,114.988,4,dance
79,218573,FALSE,0.951,0.6,0,-4.675,0,0.0685,0.106,0,0.0712,0.822,125.04,4,dance
3,220138,FALSE,0.596,0.473,9,-9.381,0,0.218,0.0273,0,0.203,0.365,157,4,dance
0,143375,TRUE,0.782,0.51,4,-5.724,0,0.0419,0.143,0,0.115,0.118,99.993,4,dance
0,220138,FALSE,0.596,0.473,9,-9.381,0,0.218,0.0273,0,0.203,0.365,157,4,dance
3,143375,FALSE,0.785,0.523,7,-5.853,1,0.0489,0.144,0,0.117,0.134,100.002,4,dance
0,143375,TRUE,0.782,0.51,4,-5.724,0,0.0419,0.143,0,0.115,0.118,99.993,4,dance
1,175347,FALSE,0.69,0.745,3,-8.848,1,0.205,0.167,0,0.184,0.666,155.992,4,dance
0,242983,TRUE,0.804,0.329,1,-8.711,0,0.101,0.22,0,0.105,0.214,121.969,4,dance
2,143375,TRUE,0.782,0.51,4,-5.724,0,0.0419,0.143,0,0.115,0.118,99.993,4,dance
0,143375,FALSE,0.785,0.523,7,-5.853,1,0.0489,0.144,0,0.117,0.134,100.002,4,dance
0,148927,TRUE,0.771,0.526,1,-6.844,1,0.0718,0.0804,0,0.663,0.182,104.036,4,dance
80,160000,FALSE,0.67,0.896,1,-4.673,1,0.058,0.0342,3.21E-05,0.344,0.403,101.216,3,dance
0,231618,FALSE,0.818,0.598,10,-5.948,0,0.113,0.0573,1.32E-06,0.634,0.331,111.052,4,dance
0,231618,FALSE,0.818,0.598,10,-5.948,0,0.113,0.0573,1.32E-06,0.634,0.331,111.052,4,dance
0,191912,TRUE,0.561,0.599,2,-8.209,0,0.0749,0.00751,0.000701,0.316,0.264,125.874,4,dance
